name	pronounciation	pronounciationAm	frequency	similarWords	meaningShort	meaningLong	meaningOther	soundUrl	exampleSoundUrl	viewTime	viewInterval	easiness	TotalViewed	StartTime
writing	['raɪtɪŋ]		1376	 waiting editing wring	Writing is the act of putting pen to paper...or fingers to keyboard...or even thumbs to phone pad. Any time you record language in script, whether that's a tweet or the next great American novel, you're writing.					0	-2147483648	-2147483648	-2147483648	0
male	[meɪl]		1377	 mail meal lame maple make mile sale tale pale mall mate made mule maze mole hale	A male is a guy, a dude, a boy, or a man. A male animal is not female. Male life forms are the opposite of females in many ways. The biggest way is that males can’t have babies.					0	-2147483648	-2147483648	-2147483648	0
alive	[ə'laɪv]		1378	 live alike olive	If you're alive, you're living — in other words, you're not dead. If your apple tree blooms in the spring, you'll know it's still alive after the long, cold winter.					0	-2147483648	-2147483648	-2147483648	0
expression	[ɪk'spreʃn]		1379	 depression impression oppression repression expressive compression suppression express expansion explosion aggression regression	The look on your face — sad, happy, bored, amused — is an expression. Your expression lets people know what you're feeling, unless you're good at hiding your emotions.					0	-2147483648	-2147483648	-2147483648	0
football	['fʊtbɔːl]		1380	 footballer footballing	Football is a sport. American football is played with an oval ball and the football players tackle each other. In the rest of the world, football is actually soccer. A football also refers to the ball itself.					0	-2147483648	-2147483648	-2147483648	0
intend	[ɪn'tend]		1381	 intent intended intense contend	If you intend to do something, you mean to do it or have it in mind as a goal. Do you plan on getting your holiday cards in the mail before February this year? Then you intend on getting them out early.					0	-2147483648	-2147483648	-2147483648	0
chicken	['tʃɪkɪn]		1382	 thicken chick	A chicken is a domesticated bird that is raised on farms for meat or eggs. Many cities allow people to keep a few chickens in their yards as pets and egg layers.					0	-2147483648	-2147483648	-2147483648	0
army	['ɑːmi]		1383	 arm	An army is an organized group of fighters, especially a country's official military force. When a country goes to war, it sends an army to fight.					0	-2147483648	-2147483648	-2147483648	0
abuse	[ə'bjuːs]		1384	 abuser amuse abusive	If you abuse someone, it means you are hurting that person, mentally, emotionally, or physically. If someone else is harming you, you are yourself suffering from abuse.					0	-2147483648	-2147483648	-2147483648	0
theater	['θɪətə]		1385	 heater theatre sweater greater	If you are sitting in a crowd of people watching actors on a stage, you're probably in a theater. If the performance is projected on a large screen, you're in a movie theater.					0	-2147483648	-2147483648	-2147483648	0
shut	[ʃʌt]		1386	 thus shout shot shit hut shun						0	-2147483648	-2147483648	-2147483648	0
map	[mæp]		1387		A map is a diagram of a place, showing roads and highways and natural features like lakes, rivers, and mountains. When your dad stops the car, sighs, and pulls out his map, you are probably lost.					0	-2147483648	-2147483648	-2147483648	0
extra	['ekstrə]		1388	 extract	Something extra is more than you need or more than you usually have. It's never a bad idea to bake extra chocolate chip cookies.					0	-2147483648	-2147483648	-2147483648	0
session	['seʃn]		1389	 obsession section mission passion possession succession	A session is a specific block of time dedicated to something. Court may be in session, or school may be in session, or you just might find yourself enjoying a massage therapy session.					0	-2147483648	-2147483648	-2147483648	0
danger	['deɪndʒə(r)]		1390	 garden anger dancer ranger endanger	When you're in danger, it seems likely that you might get hurt. Your mom might warn you that if you don't wear your bicycle helmet, you're in danger of cracking your skull open.					0	-2147483648	-2147483648	-2147483648	0
welcome	['welkəm]		1391		A welcome is a greeting that usually comes when you first arrive. Although you aren't fond of Aunt Martha, you always manage to give her a warm welcome when she comes to visit.					0	-2147483648	-2147483648	-2147483648	0
domestic	[də'mestɪk]		1392	 domesticate	Domestic generally means relating to someone's family, home, or home country. Domestic work is work done in the home––a domestic is someone who works in a home, such as a nanny or a maid.					0	-2147483648	-2147483648	-2147483648	0
lots	[lɒts]		1393	 lost slot lot loss						0	-2147483648	-2147483648	-2147483648	0
literature	['lɪtrətʃə(r)]		1394		Literature is writing, usually good, creative, or smart writing, or at least we hope it is. If you love books and have stacks of them at home, then you are a lover of literature.					0	-2147483648	-2147483648	-2147483648	0
rain	[reɪn]		1395	 reign rein brain train grain drain rainy main pain gain rail ruin raid vain	Rain is what makes you go running for your umbrella. It's that water that comes down from sky when the dark clouds roll in.					0	-2147483648	-2147483648	-2147483648	0
desire	[dɪ'zaɪə(r)]		1396	 desired reside	If you're talking about the longings of the heart, use the word desire. When you are studying for a difficult history exam, the desire to be somewhere far away doing something fun might be very strong!					0	-2147483648	-2147483648	-2147483648	0
assessment	[ə'sesmənt]		1397	 assignment assortment	Assessment is a word you hear a lot around schools –– it means figuring out what someone knows or has learned. A test can be an assessment tool, or a term paper, or a project.					0	-2147483648	-2147483648	-2147483648	0
injury	['ɪndʒəri]		1398	 injure injured	Injury is a noun with several similar meanings, all involving physical harm or wrongdoing. If you’re not careful, your reckless bike riding could result in a crash that causes injury.					0	-2147483648	-2147483648	-2147483648	0
respect	[rɪ'spekt]		1399	 respected reflect aspect reject suspect inspect respective retrospect respectful	Respect is a way of treating or thinking about something or someone. If you respect your teacher, you admire her and treat her well.					0	-2147483648	-2147483648	-2147483648	0
northern	['nɔːðən]		1400							0	-2147483648	-2147483648	-2147483648	0
nod	[nɒd]		1401	 don node						0	-2147483648	-2147483648	-2147483648	0
paint	[peɪnt]		1402	 point pain print pant faint saint pint painter painted						0	-2147483648	-2147483648	-2147483648	0
fuel	['fjuːəl]		1403	 feel full	What do you and your car have in common? You both run on fuel. Whether its gasoline or nutritious food, fuel produces energy to get up and go.					0	-2147483648	-2147483648	-2147483648	0
seventieth			1403	 seventeenth seventh twentieth						0	-2147483648	-2147483648	-2147483648	0
leaf	[liːf]		1404	 flea lead lean leap leak deaf loaf	A leaf is part of a plant that's usually green and attached to it by a stem or stalk. In the fall, the leaves of many trees turn various bright colors before falling to the ground. In the spring, trees grow new leaves. Ahhh, the circle of life.					0	-2147483648	-2147483648	-2147483648	0
dry	[draɪ]		1405		Things that are dry lack moisture. A desert or a dessert can be dry. If your eyes are dry, you’ve stopped crying. It’s also a flavor that means the opposite of sweet.					0	-2147483648	-2147483648	-2147483648	0
Russian	['rʌʃn]		1406							0	-2147483648	-2147483648	-2147483648	0
instruction	[ɪn'strʌkʃn]		1407	 instructional construction destruction obstruction institution instructor inspection instruct reconstruction	Instruction is vital for education, as it is the transfer of learning from one person to another. Any time you are given directions or told how to do something you are receiving instruction.					0	-2147483648	-2147483648	-2147483648	0
pool	[puːl]		1408	 loop poor tool cool poll fool wool						0	-2147483648	-2147483648	-2147483648	0
climb	[klaɪm]		1409	 limb climber	To climb is to go higher. When you ascend a mountain, you climb it, and when a song rises in popularity, it climbs the charts.					0	-2147483648	-2147483648	-2147483648	0
sweet	[swiːt]		1410	 suite sheet sweep sweat	Food that’s sweet is full of sugar, bad for your teeth, but oh so tasty. People who are sweet are super nice, like that sweet lunch lady who gives you an extra cookie.					0	-2147483648	-2147483648	-2147483648	0
engine	['endʒɪn]		1411	 engineer	An engine is a machine that burns fuel to make something move. The engine in a car is the motor that makes it go.					0	-2147483648	-2147483648	-2147483648	0
fourth	[fɔːθ]		1412	 forth						0	-2147483648	-2147483648	-2147483648	0
salt	[sɔːlt]		1413	 last salty sale halt						0	-2147483648	-2147483648	-2147483648	0
expand	[ɪk'spænd]		1414	 expanded expanse	The verb expand means to make something bigger or wider. It might refer to something concrete, as when you blow into a balloon and make it expand, or something more abstract, as when you study to expand your mind.					0	-2147483648	-2147483648	-2147483648	0
